,nose_x,nose_y,nose_likelihood,body_center_x,body_center_y,body_center_likelihood,tail_base_x,tail_base_y,tail_base_likelihood,length,in center,direction,distance
0,712.4776000976562,887.8046264648438,0.9940354824066162,787.5984497070312,864.2635498046875,0.9998759031295776,859.177001953125,820.8541870117188,0.9998793601989746,161.25469248278907,False,W,0.0
5,687.84033203125,900.4241333007812,0.999818742275238,765.4591674804688,869.2586059570312,0.9999369382858276,829.122314453125,828.8380126953125,0.9997665286064148,158.38298904994727,False,W,27.681165628604486
10,661.908203125,887.2620849609375,0.9999613761901855,742.6057739257812,871.9058837890625,0.9999673366546631,814.8759765625,849.5982055664062,0.9994220733642578,157.5363688850042,False,W,29.081176491172954
15,637.7615966796875,857.9342651367188,0.998907208442688,726.6796875,865.810302734375,0.9998443126678467,793.0001831054688,846.5264892578125,0.9975343942642212,155.65717479762412,False,W,37.98920397253206
20,596.8847045898438,846.7622680664062,0.467427134513855,684.9323120117188,865.1924438476562,0.9999017715454102,596.443359375,843.476318359375,0.9997586607933044,3.3154563902733263,False,W,42.376099696217935
25,565.85693359375,845.2526245117188,0.581635057926178,651.4324951171875,854.3731079101562,0.9999488592147827,565.930908203125,842.28369140625,0.9982073307037354,2.9698545465359913,False,W,31.064474832970316
30,528.5033569335938,859.9256591796875,0.9998403787612915,608.4330444335938,853.2083740234375,0.9999837875366211,690.0435791015625,836.5969848632812,0.9779573082923889,163.21602379496215,False,W,40.132127225872075
35,489.6923522949219,867.502685546875,0.9999343156814575,563.1268310546875,848.9851684570312,0.9999920129776001,646.4091186523438,843.0386962890625,0.950502872467041,158.6147270209583,False,W,39.543715172351526
40,444.6624450683594,891.063720703125,0.9497026801109314,515.6184692382812,859.5385131835938,0.9999467134475708,596.0341186523438,833.2953491210938,0.9998123049736023,162.02027132077006,False,SW,50.82140220878281
45,402.2100830078125,884.6927490234375,0.9995229244232178,485.2334899902344,862.3173217773438,0.9999243021011353,571.7569580078125,853.0933227539062,0.9804624319076538,172.4664215516434,False,W,42.92775704207174
50,371.6861877441406,853.259033203125,0.999739944934845,454.05023193359375,859.3258666992188,0.9999619722366333,530.0499267578125,844.5394897460938,0.9999179840087891,158.6036073753981,False,W,43.81537027505045
55,324.7660827636719,856.2821655273438,0.9997335076332092,408.0201721191406,862.8721923828125,0.9998124241828918,480.31768798828125,838.8954467773438,0.9996534585952759,156.52028583172319,False,W,47.01739657220447
60,283.3481750488281,836.8511352539062,0.706344485282898,355.29376220703125,846.9824829101562,0.9999536275863647,442.9990234375,855.3438720703125,0.9997857213020325,160.71830855936594,False,W,45.74940455309291
65,234.5447235107422,852.7003784179688,0.9999619722366333,320.2477111816406,846.1840209960938,0.999881386756897,403.0011291503906,843.2310180664062,0.9998297691345215,168.72234406413847,False,W,51.31252664704677
70,167.56814575195312,847.9247436523438,0.9998168349266052,244.80911254882812,847.2876586914062,0.9998586177825928,334.9784240722656,842.7243041992188,0.9804413318634033,167.49103217124824,False,W,67.1466205828243
75,136.06394958496094,867.6712646484375,0.9981809854507446,223.41680908203125,850.3936767578125,0.9999607801437378,291.8697204589844,835.72607421875,0.9933559894561768,159.04695353648773,False,W,37.18117087421396
80,61.77555465698242,873.5458374023438,0.9958546757698059,150.3575897216797,848.8250732421875,0.9997144341468811,61.72195053100586,871.6705322265625,0.011263311840593815,1.8760711352807644,False,W,74.52030747397814
85,51.847923278808594,880.9331665039062,0.9911149740219116,131.59072875976562,851.6948852539062,0.9990818500518799,49.90964889526367,876.1376953125,0.029013898223638535,5.172373877970706,False,W,12.374590742149568
90,67.2961654663086,886.2736206054688,0.43776869773864746,145.502685546875,847.192626953125,0.9967862367630005,73.9988021850586,879.2567138671875,0.016944650560617447,9.7037270755763,False,SW,16.345294022884705
95,63.29549026489258,873.7515869140625,0.0069068074226379395,138.287353515625,844.5316162109375,0.9925478100776672,64.50677490234375,874.0230712890625,0.0028350467327982187,1.2413356672529625,False,W,13.145597355614477
100,74.08975219726562,859.0972290039062,0.024910256266593933,138.99313354492188,843.822021484375,0.9961891770362854,75.33415985107422,858.802490234375,0.0043213278986513615,1.27883593596763,False,W,18.200722414883344
105,206.8516845703125,841.7655639648438,0.9273050427436829,147.6923065185547,846.9657592773438,0.9988388419151306,79.79672241210938,857.5874633789062,0.008662453852593899,128.0363069995817,False,E,133.88845095993804
110,218.8920135498047,845.5559692382812,0.18737220764160156,159.47799682617188,842.1694946289062,0.9994262456893921,153.7513885498047,843.4068603515625,0.003047822043299675,65.17606688346267,False,E,12.622863940932826
115,219.03294372558594,839.9111328125,0.8901420831680298,155.32568359375,846.3916625976562,0.9980352520942688,155.57534790039062,842.9110717773438,0.008636119775474072,63.52846686098,False,E,5.646595397960843
120,41.92180633544922,816.9766845703125,0.9959934949874878,129.84104919433594,844.4456787109375,0.9991413354873657,197.0931396484375,846.4645385742188,0.05854213982820511,157.94833400794766,False,W,178.58987626346982
125,38.59141159057617,762.2232055664062,0.9985119700431824,109.82306671142578,817.7615356445312,0.999683141708374,174.67971801757812,844.3724975585938,0.030005674809217453,158.96079177264832,False,NW,54.8546715621184
130,56.97189712524414,707.2103881835938,0.9999833106994629,87.3627700805664,777.8939819335938,0.9998015761375427,130.51510620117188,845.2944946289062,0.8194318413734436,156.44751213741307,False,NW,58.002175173736504
135,52.08301544189453,639.7291870117188,0.9999827146530151,76.89445495605469,708.758544921875,0.9999604225158691,101.39874267578125,770.0128173828125,0.999749481678009,139.30493636364398,False,N,67.65806438047763
140,69.25894927978516,570.4846801757812,0.9999877214431763,73.48362731933594,647.7800903320312,0.9998124241828918,93.45736694335938,714.1296997070312,0.9992929697036743,145.66899139334348,False,N,71.34293539065933
145,64.61678314208984,502.589599609375,0.9999731779098511,69.3064956665039,589.5368041992188,0.9998817443847656,81.54252624511719,648.9296875,0.9999239444732666,147.31565464479846,False,N,68.05359411205819
150,67.92537689208984,453.2705993652344,0.9982123374938965,78.84927368164062,533.3959350585938,0.9994075298309326,68.90789031982422,599.2184448242188,0.9999079704284668,145.95115253657733,False,N,49.42985512505658
155,53.47769546508789,419.1844177246094,0.9999953508377075,70.15394592285156,487.4393615722656,0.9998644590377808,77.84313201904297,556.5398559570312,0.9712236523628235,139.49978820946458,False,N,37.02165957184818
160,72.205810546875,370.11199951171875,0.7582263350486755,75.39032745361328,439.69482421875,0.9992471933364868,82.26695251464844,513.6889038085938,0.9998760223388672,143.92898952320098,False,N,52.52470393802807
