,nose_x,nose_y,nose_likelihood,body_center_x,body_center_y,body_center_likelihood,tail_base_x,tail_base_y,tail_base_likelihood,length,in center,direction,distance
0,760.685302734375,885.9600830078125,0.8285378217697144,809.9241333007812,840.853759765625,0.9996718168258667,851.7522583007812,800.7564697265625,0.9999567270278931,124.71105048196254,False,SW,0.0
5,759.3861083984375,877.4154052734375,0.991295337677002,809.9979248046875,837.6779174804688,0.9998646974563599,852.7662353515625,798.9979248046875,0.9996597766876221,121.93912150269301,False,SW,8.64288282385316
10,758.3714599609375,870.2227783203125,0.9992511868476868,812.512939453125,834.9486083984375,0.9999161958694458,857.3493041992188,799.8274536132812,0.9994547963142395,121.45828662823229,False,SW,7.263841541398147
15,726.9478149414062,869.6826782226562,0.9963383674621582,793.3894653320312,852.7736206054688,0.9999269247055054,850.262939453125,815.4544067382812,0.9996782541275024,134.71200897293372,False,W,31.4282862152711
20,676.480224609375,880.642822265625,0.9994294047355652,746.6543579101562,862.5403442382812,0.9997913241386414,815.65185546875,823.157958984375,0.993976354598999,150.57640035052685,False,W,51.64399705061913
25,636.2741088867188,873.1915893554688,0.5873111486434937,710.3941040039062,873.4046630859375,0.9999456405639648,786.0781860351562,861.4407958984375,0.9999774694442749,150.26424284294924,False,W,40.89073994665567
30,581.595703125,882.0783081054688,0.998172402381897,654.7335815429688,875.3882446289062,0.9999345541000366,731.508056640625,864.9580078125,0.9999446868896484,150.88677350488726,False,W,55.395864708340454
35,539.190185546875,879.2020874023438,0.8989414572715759,613.3617553710938,877.2635498046875,0.9999619722366333,688.0398559570312,868.3557739257812,0.9999831914901733,149.24431948065563,False,W,42.50294774014802
40,498.7986145019531,885.0825805664062,0.3351011872291565,578.7349243164062,877.0298461914062,0.9999004602432251,660.521728515625,876.0745849609375,0.9998677968978882,161.9737929144936,False,W,40.817388590275556
45,483.3824157714844,882.0992431640625,0.9344795346260071,554.9383544921875,876.8551025390625,0.999226450920105,636.0442504882812,869.985595703125,0.9997319579124451,153.14168679333034,False,W,15.702212753415662
50,478.42578125,898.787353515625,0.5621767640113831,547.26416015625,879.750244140625,0.9998661279678345,633.3037719726562,871.268798828125,0.9996836185455322,157.30372806254823,False,W,17.408654539782738
55,500.52117919921875,868.8795166015625,0.32260662317276,552.1524047851562,878.0933227539062,0.9997633099555969,629.7510986328125,870.8646240234375,0.9999740123748779,129.24516520276305,False,W,37.18447686081518
60,502.5806884765625,868.282958984375,0.6182347536087036,559.916015625,872.4236450195312,0.9999582767486572,626.6339721679688,863.7579956054688,0.9999889135360718,124.13578246501274,False,W,2.144168709334553
65,517.2196044921875,871.640380859375,0.9494693279266357,572.8604736328125,866.438232421875,0.9999128580093384,641.1668090820312,861.5106811523438,0.999909520149231,124.36044524603156,False,W,15.01899276780073
70,519.7938842773438,852.1541137695312,0.9997720122337341,581.7974243164062,863.6195678710938,0.9985085129737854,647.2214965820312,865.9232788085938,0.9999574422836304,128.16936562044256,False,W,19.655572276303523
75,503.7486572265625,829.5078125,0.9803681373596191,571.9130249023438,859.562744140625,0.9995465874671936,642.5550537109375,868.9509887695312,0.9960291385650635,144.3016973538663,False,NW,27.754355915810677
80,466.3281555175781,805.7361450195312,0.0760185569524765,533.9050903320312,842.6522216796875,0.9992644190788269,466.7635498046875,802.5338134765625,0.9998693466186523,3.23179447000271,False,NW,44.332675567284205
85,412.7738037109375,802.7393188476562,0.028412923216819763,487.0842590332031,826.7677612304688,0.999967098236084,411.67962646484375,800.9019775390625,0.9999630451202393,2.1384683607980493,False,W,53.638135356608615
90,356.8643798828125,811.4656982421875,0.22121314704418182,437.7889709472656,817.0463256835938,0.9999799728393555,355.73687744140625,806.0091552734375,0.9997846484184265,5.57181504764759,False,W,56.58633554251601
95,291.8518371582031,836.9447021484375,0.9899398684501648,368.3976135253906,823.2279052734375,0.9999850988388062,444.6943664550781,823.5769653320312,0.9962739944458008,153.42599241803455,False,W,69.82700302586287
100,255.57203674316406,860.8895263671875,0.9716411232948303,320.8610534667969,839.1915283203125,0.9999701976776123,400.4346008300781,814.1575317382812,0.9994773268699646,152.21380290838084,False,W,43.46928254551604
105,217.17498779296875,886.8462524414062,0.9428415894508362,285.7696533203125,854.9403686523438,0.9999450445175171,358.0854187011719,830.3209228515625,0.9999760389328003,151.82510472242708,False,SW,46.347437864198305
110,178.2985076904297,891.7781372070312,0.07290136814117432,259.3460693359375,857.513671875,0.9999619722366333,329.9684753417969,838.3270263671875,0.999976396560669,160.81293585212612,False,SW,39.18806186205845
115,135.3802490234375,871.4671020507812,0.5974774360656738,213.9368438720703,863.4220581054688,0.9998482465744019,289.6822814941406,847.6661987304688,0.9999740123748779,156.12687220159373,False,W,47.48173413140334
120,81.0285873413086,879.9886474609375,0.037261925637722015,161.91378784179688,864.2781372070312,0.9999083280563354,240.69061279296875,854.2798461914062,0.9989915490150452,161.71859767522974,False,W,55.01563290362072
125,37.27362823486328,875.7169799804688,0.4993334412574768,118.03739929199219,867.2467651367188,0.9999476671218872,191.37025451660156,857.8370971679688,0.9989927411079407,155.13046264613035,False,W,43.962979761048906
130,16.554922103881836,875.9232788085938,0.8477639555931091,95.9101333618164,864.9305419921875,0.9999309778213501,175.10716247558594,859.263427734375,0.9998652935028076,159.42510330779712,False,W,20.71973317754005
135,44.66700744628906,839.2744140625,0.9439736008644104,116.05147552490234,855.2926025390625,0.9996850490570068,180.62924194335938,854.6672973632812,0.9999788999557495,136.83080817472288,False,W,46.189053134658
140,64.92322540283203,794.7555541992188,0.9999288320541382,114.40790557861328,848.1965942382812,0.9996168613433838,178.11058044433594,861.2009887695312,0.996241569519043,131.24927853717574,False,NW,48.91056378155386
145,35.56003189086914,751.7669067382812,0.8433268070220947,83.45475769042969,799.2905883789062,0.9990142583847046,36.99908447265625,751.8682250976562,0.9611356258392334,1.4426148977099145,False,NW,52.05978240198232
150,38.87507629394531,716.5271606445312,0.9996192455291748,77.40667724609375,775.357177734375,0.999173104763031,116.95880889892578,832.2930908203125,0.9883307218551636,139.63817489135968,False,NW,35.3953277163291
155,46.15270233154297,663.8876342773438,0.9991790652275085,70.92754364013672,731.73828125,0.9998226761817932,99.1046371459961,793.8934326171875,0.9998997449874878,140.37597729873232,False,N,53.14022560080967
160,38.785179138183594,684.2178955078125,0.9663980007171631,71.72488403320312,735.5899658203125,0.9998561143875122,99.39710998535156,793.1045532226562,0.9997683167457581,124.61986354242013,False,NW,21.624058816600296
165,91.98384094238281,694.8032836914062,0.2536817193031311,74.7528076171875,740.7182006835938,0.9997135996818542,99.51972961425781,795.218017578125,0.9998641014099121,100.69711217118115,False,N,54.241571333755914
170,56.13916778564453,685.7233276367188,0.34396496415138245,71.45599365234375,730.3690185546875,0.99977046251297,96.74365234375,787.4462890625,0.9999963045120239,109.52755382761183,False,N,36.97683322931333
175,80.94941711425781,635.5368041992188,0.9997513890266418,81.8680419921875,699.1640014648438,0.9999488592147827,93.24900817871094,763.5130615234375,0.9998106360435486,128.56594564295565,False,N,55.98424427006845
180,75.7265396118164,568.1213989257812,0.9999042749404907,83.81580352783203,634.1962890625,0.9998670816421509,97.66671752929688,713.549072265625,0.4371868371963501,147.07338161642642,False,N,67.61741874389567
185,68.31614685058594,518.046142578125,0.9999730587005615,71.68372344970703,586.0570678710938,0.9996104836463928,83.1839599609375,660.060302734375,0.9999967813491821,142.79031322736625,False,N,50.62060073882159
190,55.570030212402344,487.4122619628906,0.9997811913490295,68.07122802734375,553.1239624023438,0.9997220635414124,88.03563690185547,631.2620849609375,0.9999148845672607,147.4679192037498,False,N,33.179784973724786
195,34.67012405395508,473.3055114746094,0.9999362230300903,63.743492126464844,537.966064453125,0.999919056892395,80.5692138671875,608.3721313476562,0.9999909400939941,142.6524386388586,False,NW,25.215203484614698
200,38.62975311279297,475.8826904296875,0.9997802376747131,67.66580963134766,536.720458984375,0.9999610185623169,84.9457778930664,599.4758911132812,0.9999943971633911,131.986565250642,False,NW,4.724459085449996
205,56.67870330810547,482.5045471191406,0.9997972846031189,68.64971160888672,541.5321655273438,0.9999649524688721,87.86893463134766,605.2776489257812,0.999948263168335,126.67306366083163,False,N,19.22533716657594
210,81.70940399169922,450.0115051269531,0.9999674558639526,72.72506713867188,513.3494262695312,0.9998891353607178,79.78776550292969,573.8182983398438,0.9999525547027588,123.82170544836225,False,N,41.01626207515405
215,100.37669372558594,395.82080078125,0.9999542236328125,91.7436752319336,457.3843078613281,0.9995161294937134,80.76358032226562,533.144287109375,0.9999573230743408,138.71702892825465,False,N,57.315793141962885
220,110.67312622070312,353.9523620605469,0.9999377727508545,96.60015106201172,426.56036376953125,0.9999661445617676,84.22039794921875,492.9212646484375,0.9999771118164062,141.4641393409921,False,N,43.11592145641536
225,110.86284637451172,299.1202087402344,0.9964168071746826,110.60722351074219,370.2656555175781,0.9998807907104492,99.31429290771484,446.11798095703125,0.9999587535858154,147.45071761058597,False,N,54.83248153675901
230,118.98110961914062,243.35804748535156,0.999976396560669,110.83660888671875,317.116455078125,0.9999459981918335,107.22789001464844,384.8515625,0.9999936819076538,141.9808189942288,False,N,56.35002063819184
235,107.73983764648438,181.9486541748047,0.9998961687088013,114.77323150634766,254.75462341308594,0.9998249411582947,123.62178802490234,328.8072814941406,0.8605239987373352,147.71490366900062,False,N,62.42979883303058
240,124.86499786376953,113.04869079589844,0.9998156428337097,118.3292236328125,195.01934814453125,0.999968409538269,121.28943634033203,261.7361755371094,0.9999761581420898,148.7304701763419,False,N,70.99631022864716
245,122.35678100585938,74.21337127685547,0.9978950023651123,119.8348159790039,146.81764221191406,0.9999697208404541,127.91477966308594,221.92608642578125,0.9992701411247253,147.81724380376406,False,N,38.9162330390862
250,156.40457153320312,35.13766098022461,0.03546791151165962,129.8756561279297,112.81830596923828,0.9999779462814331,119.09265899658203,174.93698120117188,0.9999728202819824,144.69287733464773,False,N,51.828208294133624
255,178.97373962402344,59.79555892944336,0.06168105825781822,142.09234619140625,97.80046081542969,0.9988917708396912,119.42134857177734,158.33189392089844,0.9999386072158813,115.13425464903091,False,NE,33.42722362963739
260,158.5626220703125,55.401668548583984,0.06142266094684601,146.602783203125,98.25957489013672,0.9996457099914551,124.42584991455078,163.01870727539062,0.9999886751174927,112.90148908469449,False,N,20.878697097051226
265,78.65512084960938,64.69304656982422,0.10162749141454697,126.9063720703125,108.7823486328125,0.9809594750404358,140.13076782226562,163.32022094726562,0.9999909400939941,116.21778993073691,False,NW,80.44587283925918
270,67.13988494873047,56.39276123046875,0.062190499156713486,102.3744125366211,93.5382080078125,0.9814245104789734,69.86766052246094,55.396827697753906,0.5221661925315857,2.9039013726754663,False,NW,14.194907346214338
275,131.8403778076172,127.55233001708984,0.2522008717060089,86.81804656982422,68.95576477050781,0.6041590571403503,157.5875244140625,107.76802825927734,0.9944438338279724,32.47051207508085,False,SE,96.17607813838487
280,54.461151123046875,105.7094955444336,0.08151306211948395,113.24125671386719,95.35054016113281,0.9992565512657166,164.1727294921875,103.55858612060547,0.9609276056289673,109.7326607696979,False,W,80.40307295185912
285,53.71075439453125,133.54808044433594,0.9352120757102966,104.6689453125,101.41502380371094,0.9997039437294006,153.67327880859375,84.13634490966797,0.48965540528297424,111.50796337383268,False,SW,27.848696638787924
290,60.331302642822266,148.68057250976562,0.999919056892395,98.83488464355469,103.85082244873047,0.999885082244873,149.59422302246094,86.81100463867188,0.9999425411224365,108.60806776320804,False,SW,16.517384030718716
295,67.58578491210938,144.8597412109375,0.9999346733093262,108.79608154296875,102.44087982177734,0.9998757839202881,157.4552001953125,79.54088592529297,0.9962599277496338,111.09934589893766,False,SW,8.199162445610263
300,55.55561828613281,197.5945281982422,0.9999644756317139,92.68362426757812,128.6152801513672,0.9999538660049438,137.8843231201172,83.4983139038086,0.9998577833175659,140.69812278762868,False,SW,54.089580028367386
305,46.541725158691406,258.20794677734375,0.9998383522033691,76.75469207763672,185.77357482910156,0.9997264742851257,97.67626190185547,123.8694839477539,0.9998859167098999,143.74130736623724,False,SW,61.27998679143387
310,44.033302307128906,314.0473327636719,0.9991372227668762,69.18357849121094,233.04940795898438,0.9999672174453735,88.13839721679688,163.11436462402344,0.9993460774421692,157.24509616657352,False,S,55.895699409993775
315,57.34564971923828,378.154052734375,0.999824583530426,65.34627532958984,291.468994140625,0.9999849796295166,72.86506652832031,228.3968505859375,0.9995297193527222,150.55919730598325,False,S,65.47434718286883
320,36.60395431518555,413.074951171875,0.9994989633560181,66.60796356201172,337.24542236328125,0.999984860420227,76.36886596679688,266.15496826171875,0.9941360950469971,152.20620741934627,False,S,40.616340011338934
325,41.60072326660156,420.79864501953125,0.9980288147926331,66.64473724365234,355.5830078125,0.9999908208847046,73.83043670654297,296.5623779296875,0.9977729916572571,128.3487611503895,False,S,9.199084009082542
330,52.27540969848633,398.0999450683594,0.895932674407959,75.69729614257812,339.6291809082031,0.9994018077850342,79.71676635742188,295.1337890625,0.9996916055679321,106.56011138275841,False,S,25.08345889012109
335,62.070152282714844,397.3116760253906,0.8934513926506042,80.47610473632812,334.0841369628906,0.9996320009231567,81.4274673461914,292.6945495605469,0.9999706745147705,106.39289824150768,False,S,9.826410859281346
340,62.776119232177734,405.8201904296875,0.8788079023361206,76.1995620727539,342.4911193847656,0.999497652053833,84.03138732910156,292.9277038574219,0.9999774694442749,114.87601989249663,False,S,8.537751852909603
345,58.09107208251953,401.3964538574219,0.9996335506439209,71.77375793457031,338.85723876953125,0.9998915195465088,85.39497375488281,287.2774658203125,0.9999179840087891,117.33987590392277,False,S,6.443532575794188
350,80.9650650024414,390.29571533203125,0.9997116923332214,91.67955780029297,313.2103576660156,0.9960112571716309,84.82238006591797,279.97174072265625,0.9998196959495544,110.39138667988976,False,S,25.42530133370552
355,98.01480102539062,452.3064270019531,0.9994852542877197,89.4274673461914,375.712158203125,0.9960994720458984,73.90660858154297,309.2624206542969,0.9989903569221497,145.0613411453855,False,S,64.3119107184854
360,105.62521362304688,510.16400146484375,0.9975236058235168,86.36122131347656,422.6802978515625,0.9999836683273315,80.43294525146484,368.30029296875,0.9974325299263,144.08317797012415,False,S,58.3559534463751
365,96.15654754638672,568.3828735351562,0.998914361000061,94.4305191040039,482.45074462890625,0.9996610879898071,80.63560485839844,423.8441467285156,0.9987003803253174,145.3696777488638,False,S,58.98383424643321
370,70.92123413085938,626.8173217773438,0.9999279975891113,81.54635620117188,535.52978515625,0.9999847412109375,82.47105407714844,472.3164978027344,0.9987037181854248,154.9319300519584,False,S,63.65065423504132
