,nose_x,nose_y,nose_likelihood,body_center_x,body_center_y,body_center_likelihood,tail_base_x,tail_base_y,tail_base_likelihood,length,in center,direction,distance
0,47.321075439453125,745.7057495117188,0.4599343240261078,71.17138671875,806.8359375,0.9785175919532776,15.444652557373047,4.014004707336426,0.21251121163368225,742.3764211279384,False,N,0.0
5,178.89559936523438,882.8505249023438,0.990955650806427,99.7489013671875,834.5671997070312,0.9928504228591919,59.63478469848633,791.447265625,0.9993801116943359,150.2587691999963,False,SE,190.0540574763953
10,203.9818878173828,884.1323852539062,0.9987252354621887,118.28992462158203,848.2613525390625,0.9760117530822754,67.0867919921875,805.2992553710938,0.6352701783180237,157.97129368372532,False,SE,25.119017382559054
15,47.78981018066406,815.7717895507812,0.8408807516098022,115.82557678222656,839.0095825195312,0.999430239200592,71.03865814208984,796.902099609375,0.9282078742980957,29.942847727267022,False,W,170.49673357974015
20,40.03215408325195,808.027587890625,0.9046423435211182,129.8290557861328,845.1455688476562,0.984849214553833,77.53271484375,781.3448486328125,0.905002236366272,46.02456552377452,False,W,10.961472869960591
25,29.96731948852539,813.0413208007812,0.3541836738586426,77.80693054199219,796.8966064453125,0.9971960783004761,38.5291862487793,765.0728759765625,0.894733726978302,48.72655601696532,False,W,11.244483674833116
30,51.22917938232422,737.9064331054688,0.7964580059051514,65.70902252197266,772.384033203125,0.9971199035644531,22.9556827545166,778.353759765625,0.8909602165222168,49.34953743973732,False,NW,78.08532535073894
35,74.9202880859375,747.6627197265625,0.023650240153074265,58.418113708496094,815.2967529296875,0.9995903372764587,77.51425170898438,745.671142578125,0.9962899684906006,3.270325185034191,False,N,25.621353598890007
40,42.447750091552734,767.3318481445312,0.1273130625486374,64.76234436035156,802.0694580078125,0.9998987913131714,92.88191986083984,774.495849609375,0.9997102618217468,50.94043970467429,False,NW,37.96498829868525
45,42.47088623046875,763.200439453125,0.9620612263679504,70.04801940917969,803.0953369140625,0.9465448260307312,98.46492004394531,786.02783203125,0.9997338652610779,60.46835266997599,False,NW,4.131473472788013
50,42.481929779052734,779.579833984375,0.9820109009742737,69.23876953125,811.1751708984375,0.8387480974197388,97.28982543945312,793.992431640625,0.9973784685134888,56.67123077825537,False,NW,16.379398254218856
55,46.57110595703125,780.5999145507812,0.9895901083946228,68.11883544921875,815.8797607421875,0.9993454813957214,46.104427337646484,784.6221313476562,0.37928640842437744,4.049199537544952,False,NW,4.214490025674124
60,43.65594482421875,778.5911254882812,0.9988605976104736,72.01258850097656,813.6143188476562,0.9051585793495178,47.80186462402344,784.1893310546875,0.11278820037841797,6.966244077704603,False,NW,3.540253935508057
65,45.86919021606445,780.9673461914062,0.9854888319969177,102.05540466308594,798.0213623046875,0.9969207048416138,135.57151794433594,794.4625244140625,0.7814559936523438,90.71178222883441,False,W,3.2472880984732644
70,36.66565704345703,735.0859375,0.9952941536903381,77.54607391357422,780.892578125,0.994147539138794,116.72311401367188,817.5203247070312,0.9572494029998779,114.91137720320194,False,NW,46.79539172148401
75,21.930139541625977,680.0693359375,0.9830427765846252,55.25987243652344,734.3645629882812,0.999096155166626,92.29814147949219,793.6511840820312,0.9998433589935303,133.61321762705552,False,NW,56.95578920121858
80,32.04529571533203,646.6398315429688,0.9996500015258789,49.96903610229492,705.5065307617188,0.9993261098861694,66.45277404785156,779.0699462890625,0.9999499320983887,136.82693395989824,False,N,34.92632457735065
