,nose_x,nose_y,nose_likelihood,body_center_x,body_center_y,body_center_likelihood,tail_base_x,tail_base_y,tail_base_likelihood,length,in center,direction,distance
0,436.52606201171875,625.6447143554688,0.9999929666519165,512.1508178710938,621.9066772460938,0.9999159574508667,571.329345703125,655.84814453125,0.999968409538269,138.14547581578287,True,W,0.0
5,410.2039794921875,636.4575805664062,0.9993927478790283,494.5062255859375,623.41552734375,0.9999245405197144,566.5523071289062,647.2954711914062,0.9998713731765747,156.7235126839563,True,W,28.456459791419004
10,403.10809326171875,639.04052734375,0.9999686479568481,491.6537780761719,624.6723022460938,0.9998267292976379,565.4134521484375,640.5407104492188,0.9999490976333618,162.31229181025233,True,W,7.551371759511412
15,396.93255615234375,648.7739868164062,0.9998001456260681,485.69598388671875,623.7095947265625,0.9997797608375549,562.8516235351562,633.1009521484375,0.9988522529602051,166.65767590148863,True,W,11.527249971051614
20,432.3640441894531,659.3746337890625,0.999954104423523,502.6580810546875,621.5658569335938,0.9999347925186157,571.4252319335938,627.8479614257812,0.9996237754821777,142.5901294168457,True,SW,36.983294347079344
25,443.8522033691406,680.82568359375,0.9984061121940613,509.8649597167969,619.67431640625,0.9993106126785278,576.4732055664062,620.3065795898438,0.9987820982933044,145.77685746799028,True,SW,24.333625686712242
30,435.99041748046875,693.953125,0.9999533891677856,469.8517150878906,643.2295532226562,0.9993476271629333,572.7426147460938,592.8495483398438,0.8709330558776855,170.06791781653735,True,SW,15.301548785461137
35,447.8066711425781,726.189208984375,0.9999420642852783,501.06903076171875,638.4163818359375,0.9997560381889343,560.3737182617188,606.2111206054688,0.6529321074485779,164.51772484501316,True,SW,34.33349619912006
40,449.16668701171875,773.8106689453125,0.9999743700027466,495.4076232910156,668.331787109375,0.9998668432235718,529.6416625976562,600.1253662109375,0.009995704516768456,191.423107490942,True,SW,47.64087627212044
45,450.50189208984375,801.199951171875,0.999916672706604,489.6478271484375,691.8192749023438,0.999924898147583,542.371337890625,644.5909423828125,0.27804869413375854,181.56645258867437,True,S,27.421807990848148
50,453.6147155761719,818.9273071289062,0.9999526739120483,480.2114562988281,705.8191528320312,0.9999665021896362,533.9404296875,655.9334716796875,0.16170530021190643,181.7118893797041,True,S,17.998578257304864
55,468.1043701171875,840.586181640625,0.999970555305481,474.58624267578125,720.7302856445312,0.9990479350090027,474.5841979980469,714.2041015625,0.008462322875857353,126.54808704298601,True,S,26.058720878668524
