,nose_x,nose_y,nose_likelihood,body_center_x,body_center_y,body_center_likelihood,tail_base_x,tail_base_y,tail_base_likelihood,length,in center,direction,distance
0,888.8326416015625,747.7877197265625,0.9995263814926147,876.5753784179688,660.4652709960938,0.9998294115066528,863.8424682617188,589.6165771484375,0.9999593496322632,160.13312932689783,False,S,0.0
5,885.5693969726562,776.0780639648438,0.9999829530715942,882.3126220703125,682.0882568359375,0.9999202489852905,873.7893676757812,610.0595703125,0.9999328851699829,166.435901550202,False,S,28.477927288139117
10,892.0641479492188,782.5050048828125,0.9995980858802795,883.6632080078125,687.9269409179688,0.9999788999557495,877.2124633789062,620.3671875,0.9998610019683838,162.81659731193966,False,S,9.137141774680995
15,899.8284301757812,802.464599609375,0.9999457597732544,883.7905883789062,703.2448120117188,0.9999488592147827,869.6126098632812,632.0316162109375,0.999956488609314,173.09072080053673,False,S,21.4165706905269
20,910.8225708007812,660.2384033203125,0.9739577770233154,886.7802734375,707.7974243164062,0.9999657869338989,874.59814453125,635.5563354492188,0.9994491934776306,43.83393129699849,False,NE,142.65048909463022
25,913.1461181640625,655.861328125,0.722771167755127,886.0645141601562,700.0809326171875,0.9987994432449341,879.2164916992188,634.1036376953125,0.9996004700660706,40.30653352594267,False,NE,4.955568546073317
30,910.42333984375,656.18212890625,0.9434055089950562,885.7806396484375,700.4840698242188,0.9998728036880493,878.0421752929688,635.6668701171875,0.9997392296791077,38.33295789326697,False,NE,2.7416117381595755
35,898.8456420898438,797.3037719726562,0.9993810653686523,888.271728515625,707.5650024414062,0.9999393224716187,881.5896606445312,637.0234375,0.9997738003730774,161.20655853378773,False,S,141.59576698137192
40,875.3221435546875,802.4180908203125,0.9999572038650513,888.0082397460938,714.6371459960938,0.9998522996902466,884.5433349609375,643.8085327148438,0.9936439990997314,158.87738131453062,False,S,24.073039704386943
45,875.046875,808.506591796875,0.9949510097503662,885.2965698242188,733.882568359375,0.9999634027481079,895.8762817382812,667.5906372070312,0.9999662637710571,142.44707944719562,False,S,6.094720413505632
50,876.0061645507812,802.2809448242188,0.9861279726028442,886.89892578125,729.2039184570312,0.9999486207962036,899.3347778320312,668.5089721679688,0.9999817609786987,135.7908865350345,False,S,6.299120309248112
55,885.10302734375,804.5424194335938,0.9821487665176392,887.4893798828125,735.6994018554688,0.9999241828918457,897.8004760742188,672.2105102539062,0.9999916553497314,132.9396832830737,False,S,9.373749521026632
60,885.646728515625,791.622314453125,0.11014488339424133,896.5225830078125,718.8960571289062,0.9996252059936523,899.056396484375,670.830810546875,0.9999814033508301,121.53356166493981,False,S,12.931539880100576
65,898.5924682617188,803.5753784179688,0.9999465942382812,894.0454711914062,722.8689575195312,0.9998204112052917,898.5506591796875,671.3793334960938,0.9999868869781494,132.1960515332653,False,S,17.620099764792414
70,890.1451416015625,811.6347045898438,0.999576985836029,893.646728515625,735.6869506835938,0.9999285936355591,899.8338623046875,674.1680297851562,0.9999977350234985,137.80768480284715,False,S,11.675190193228369
75,880.7841186523438,801.6363525390625,0.9999872446060181,895.1887817382812,729.1815795898438,0.9999078512191772,901.3876342773438,673.891845703125,0.9999940395355225,129.3953781356448,False,S,13.69656140741762
80,866.7171630859375,833.1259765625,0.9896204471588135,891.4929809570312,756.302734375,0.9998867511749268,901.6554565429688,692.1203002929688,0.9999511241912842,145.26969776907185,False,S,34.48877585598973
85,852.4736328125,875.2145385742188,0.9710938930511475,877.4642333984375,789.0018310546875,0.9998458623886108,889.7387084960938,717.05859375,0.9896941184997559,162.4868879292889,False,S,44.43337942205865
90,840.1993408203125,904.11181640625,0.9837215542793274,878.103759765625,802.4789428710938,0.9980015158653259,873.3717651367188,849.0252075195312,0.23317623138427734,64.30353189107129,False,S,31.396033348356013
95,822.7802124023438,912.6185302734375,0.9989932179450989,850.7078247070312,857.0209350585938,0.9998389482498169,859.4813232421875,821.908203125,0.03064139559864998,97.8536406489562,False,SW,19.38530927429033
100,879.4932250976562,770.3377685546875,0.7504777908325195,843.6898803710938,851.6388549804688,0.9996384382247925,876.5270385742188,843.56494140625,0.2229508012533188,73.28722334980658,False,NE,153.1671667304922
105,765.711669921875,890.800048828125,0.9305882453918457,828.0776977539062,852.0629272460938,0.9998600482940674,827.9171142578125,863.0509643554688,0.004518968518823385,68.11408807362858,False,SW,165.70275576131968
110,729.5198974609375,882.3709106445312,0.9978604912757874,808.0313720703125,856.427734375,0.9996267557144165,865.7401123046875,841.3461303710938,0.05500408634543419,142.26376744822005,False,W,37.160392414268074
